year,region,country,discipline_title,event_title,event_gender,medal_type,life_expectancy,dalys_impact_levels_for_depression
2004,North America,United States,Sailing,470 - Two Person Dinghy men,Men,GOLD,High,Critical
2004,Europe,United Kingdom,Sailing,470 - Two Person Dinghy men,Men,SILVER,High,Severe
2004,Asia,Japan,Sailing,470 - Two Person Dinghy men,Men,BRONZE,High,Minimal
2004,Europe,United Kingdom,Sailing,Yngling - Keelboat women,Women,GOLD,High,Severe
2004,Europe,Ukraine,Sailing,Yngling - Keelboat women,Women,SILVER,Medium-High,Critical
2004,Europe,Denmark,Sailing,Yngling - Keelboat women,Women,BRONZE,High,Severe
2004,Europe,Norway,Sailing,singlehanded dinghy Europe women,Women,GOLD,High,Moderate
2004,Europe,Czechia,Sailing,singlehanded dinghy Europe women,Women,SILVER,High,Moderate
2004,Europe,Denmark,Sailing,singlehanded dinghy Europe women,Women,BRONZE,High,Severe
2004,South America,Brazil,Sailing,single-handed dinghy open (Laser) mixed,Open,GOLD,Medium-High,Critical
2004,Europe,Austria,Sailing,single-handed dinghy open (Laser) mixed,Open,SILVER,High,Moderate
2004,Europe,Slovenia,Sailing,single-handed dinghy open (Laser) mixed,Open,BRONZE,High,Moderate
2004,Europe,France,Sailing,board Mistral women,Women,GOLD,High,Severe
2004,Asia,China,Sailing,board Mistral women,Women,SILVER,High,Minimal
2004,Europe,Italy,Sailing,board Mistral women,Women,BRONZE,High,Severe
2004,Asia,China,Diving,synchronized diving 3m springboard women,Women,GOLD,High,Minimal
2004,Oceania,Australia,Diving,synchronized diving 3m springboard women,Women,BRONZE,High,Critical
2004,Oceania,Australia,Diving,10m platform women,Women,GOLD,High,Critical
2004,Asia,China,Diving,10m platform women,Women,SILVER,High,Minimal
2004,Oceania,Australia,Diving,10m platform women,Women,BRONZE,High,Critical
2004,Asia,China,Diving,3m springboard men,Men,GOLD,High,Minimal
2004,North America,Canada,Diving,3m springboard men,Men,SILVER,High,Moderate
2004,Asia,China,Diving,10m platform men,Men,GOLD,High,Minimal
2004,Oceania,Australia,Diving,10m platform men,Men,SILVER,High,Critical
2004,Asia,China,Diving,10m platform men,Men,BRONZE,High,Minimal
2004,Asia,China,Diving,synchronized diving 10m platform men,Men,GOLD,High,Minimal
2004,Europe,United Kingdom,Diving,synchronized diving 10m platform men,Men,SILVER,High,Severe
2004,Oceania,Australia,Diving,synchronized diving 10m platform men,Men,BRONZE,High,Critical
2004,Asia,China,Diving,3m springboard women,Women,GOLD,High,Minimal
2004,Asia,China,Diving,3m springboard women,Women,SILVER,High,Minimal
2004,Asia,China,Diving,synchronized diving 10m platform women,Women,GOLD,High,Minimal
2004,North America,Canada,Diving,synchronized diving 10m platform women,Women,BRONZE,High,Moderate
2004,Europe,Greece,Diving,synchronized diving 3m springboard men,Men,GOLD,High,Critical
2004,Europe,Germany,Diving,synchronized diving 3m springboard men,Men,SILVER,High,Moderate
2004,Oceania,Australia,Diving,synchronized diving 3m springboard men,Men,BRONZE,High,Critical
2004,Asia,China,Judo,48  52kg halflightweight women,Women,GOLD,High,Minimal
2004,Asia,Japan,Judo,48  52kg halflightweight women,Women,SILVER,High,Minimal
2004,North America,Cuba,Judo,48  52kg halflightweight women,Women,BRONZE,High,Severe
2004,Europe,Belgium,Judo,48  52kg halflightweight women,Women,BRONZE,High,Moderate
2004,Asia,Japan,Judo,78kg heavyweight women,Women,GOLD,High,Minimal
2004,North America,Cuba,Judo,78kg heavyweight women,Women,SILVER,High,Severe
2004,Asia,China,Judo,78kg heavyweight women,Women,BRONZE,High,Minimal
2004,Asia,Japan,Judo,100kg heavyweight men,Men,GOLD,High,Minimal
2004,Europe,Netherlands,Judo,100kg heavyweight men,Men,BRONZE,High,Moderate
2004,Europe,Estonia,Judo,100kg heavyweight men,Men,BRONZE,High,Critical
2004,South America,Brazil,Judo,66  73kg lightweight men,Men,BRONZE,Medium-High,Critical
2004,North America,United States,Judo,66  73kg lightweight men,Men,BRONZE,High,Critical
2004,Europe,Germany,Judo,52  57kg lightweight women,Women,GOLD,High,Moderate
2004,Europe,Netherlands,Judo,52  57kg lightweight women,Women,BRONZE,High,Moderate
2004,North America,Cuba,Judo,52  57kg lightweight women,Women,BRONZE,High,Severe
2004,Asia,Japan,Judo,70  78kg halfheavyweight women,Women,GOLD,High,Minimal
2004,Asia,China,Judo,70  78kg halfheavyweight women,Women,SILVER,High,Minimal
2004,Europe,Italy,Judo,70  78kg halfheavyweight women,Women,BRONZE,High,Severe
2004,North America,Cuba,Judo,70  78kg halfheavyweight women,Women,BRONZE,High,Severe
2004,Europe,Belarus,Judo,90  100kg halfheavyweight men,Men,GOLD,Medium-High,Severe
2004,Europe,Germany,Judo,90  100kg halfheavyweight men,Men,BRONZE,High,Moderate
2004,Asia,Israel,Judo,90  100kg halfheavyweight men,Men,BRONZE,High,Critical
2004,Asia,Japan,Judo,63  70kg middleweight women,Women,GOLD,High,Minimal
2004,Europe,Netherlands,Judo,63  70kg middleweight women,Women,SILVER,High,Moderate
2004,Asia,China,Judo,63  70kg middleweight women,Women,BRONZE,High,Minimal
2004,Europe,Germany,Judo,63  70kg middleweight women,Women,BRONZE,High,Moderate
2004,Asia,Japan,Judo,60  66kg halflightweight men,Men,GOLD,High,Minimal
2004,Europe,Slovakia,Judo,60  66kg halflightweight men,Men,SILVER,High,Minimal
2004,Europe,Bulgaria,Judo,60  66kg halflightweight men,Men,BRONZE,High,Minimal
2004,North America,Cuba,Judo,60  66kg halflightweight men,Men,BRONZE,High,Severe
2004,Asia,Japan,Judo,Athens 2004 Judo - 60 kg men,Men,GOLD,High,Minimal
2004,Asia,Georgia,Judo,Athens 2004 Judo - 60 kg men,Men,SILVER,Medium-High,Moderate
2004,Asia,Mongolia,Judo,Athens 2004 Judo - 60 kg men,Men,BRONZE,Medium-High,Severe
2004,Asia,Japan,Judo,Athens 2004 Judo - 48 kg women,Women,GOLD,High,Minimal
2004,Europe,France,Judo,Athens 2004 Judo - 48 kg women,Women,SILVER,High,Severe
2004,Europe,Germany,Judo,Athens 2004 Judo - 48 kg women,Women,BRONZE,High,Moderate
2004,Asia,China,Judo,Athens 2004 Judo - 48 kg women,Women,BRONZE,High,Minimal
2004,Europe,Greece,Judo,73  81kg halfmiddleweight men,Men,GOLD,High,Critical
2004,Europe,Ukraine,Judo,73  81kg halfmiddleweight men,Men,SILVER,Medium-High,Critical
2004,South America,Brazil,Judo,73  81kg halfmiddleweight men,Men,BRONZE,Medium-High,Critical
2004,Asia,Japan,Judo,57  63kg halfmiddleweight women,Women,GOLD,High,Minimal
2004,Europe,Austria,Judo,57  63kg halfmiddleweight women,Women,SILVER,High,Moderate
2004,Europe,Slovenia,Judo,57  63kg halfmiddleweight women,Women,BRONZE,High,Moderate
2004,North America,Cuba,Judo,57  63kg halfmiddleweight women,Women,BRONZE,High,Severe
2004,Asia,Georgia,Judo,81  90kg middleweight men,Men,GOLD,Medium-High,Moderate
2004,Asia,Japan,Judo,81  90kg middleweight men,Men,SILVER,High,Minimal
2004,Europe,Netherlands,Judo,81  90kg middleweight men,Men,BRONZE,High,Moderate
2004,Europe,Germany,Canoe Sprint,C2 1000m canoe double men,Men,GOLD,High,Moderate
2004,Europe,Hungary,Canoe Sprint,C2 1000m canoe double men,Men,BRONZE,High,Minimal
2004,Europe,Hungary,Canoe Sprint,K4 1000m kayak four men,Men,GOLD,High,Minimal
2004,Europe,Germany,Canoe Sprint,K4 1000m kayak four men,Men,SILVER,High,Moderate
2004,Europe,Slovakia,Canoe Sprint,K4 1000m kayak four men,Men,BRONZE,High,Minimal
2004,Europe,Germany,Canoe Sprint,K2 500m kayak double men,Men,GOLD,High,Moderate
2004,Oceania,Australia,Canoe Sprint,K2 500m kayak double men,Men,SILVER,High,Critical
2004,Europe,Belarus,Canoe Sprint,K2 500m kayak double men,Men,BRONZE,Medium-High,Severe
2004,Europe,Hungary,Canoe Sprint,K1 500m kayak single women,Women,GOLD,High,Minimal
2004,Europe,Italy,Canoe Sprint,K1 500m kayak single women,Women,SILVER,High,Severe
2004,North America,Canada,Canoe Sprint,K1 500m kayak single women,Women,BRONZE,High,Moderate
2004,Europe,Germany,Canoe Sprint,C-1 500m (canoe single) men,Men,GOLD,High,Moderate
2004,Europe,Spain,Canoe Sprint,C-1 500m (canoe single) men,Men,SILVER,High,Severe
2004,Europe,Hungary,Canoe Sprint,K2 500m kayak double women,Women,GOLD,High,Minimal
2004,Europe,Germany,Canoe Sprint,K2 500m kayak double women,Women,SILVER,High,Moderate
2004,Europe,Poland,Canoe Sprint,K2 500m kayak double women,Women,BRONZE,High,Minimal
2004,Europe,Sweden,Canoe Sprint,K2 1000m kayak double men,Men,GOLD,High,Severe
2004,Europe,Italy,Canoe Sprint,K2 1000m kayak double men,Men,SILVER,High,Severe
2004,Europe,Norway,Canoe Sprint,K2 1000m kayak double men,Men,BRONZE,High,Moderate
2004,Europe,Norway,Canoe Sprint,K1 1000m kayak single men,Men,GOLD,High,Moderate
2004,Oceania,New Zealand,Canoe Sprint,K1 1000m kayak single men,Men,SILVER,High,Severe
2004,North America,Canada,Canoe Sprint,K1 1000m kayak single men,Men,BRONZE,High,Moderate
2004,Europe,Spain,Canoe Sprint,C-1 1000m (canoe single) men,Men,GOLD,High,Severe
2004,Europe,Germany,Canoe Sprint,C-1 1000m (canoe single) men,Men,SILVER,High,Moderate
2004,Europe,Hungary,Canoe Sprint,C-1 1000m (canoe single) men,Men,BRONZE,High,Minimal
2004,North America,Canada,Canoe Sprint,K1 500m kayak single men,Men,GOLD,High,Moderate
2004,Oceania,Australia,Canoe Sprint,K1 500m kayak single men,Men,SILVER,High,Critical
2004,Europe,United Kingdom,Canoe Sprint,K1 500m kayak single men,Men,BRONZE,High,Severe
2004,Europe,Germany,Canoe Sprint,K4 500m kayak four women,Women,GOLD,High,Moderate
2004,Europe,Hungary,Canoe Sprint,K4 500m kayak four women,Women,SILVER,High,Minimal
2004,Europe,Ukraine,Canoe Sprint,K4 500m kayak four women,Women,BRONZE,Medium-High,Critical
2004,Asia,China,Canoe Sprint,C2 500m canoe double men,Men,GOLD,High,Minimal
2004,North America,Cuba,Canoe Sprint,C2 500m canoe double men,Men,SILVER,High,Severe
2004,North America,Cuba,Baseball,baseball men,Men,GOLD,High,Severe
2004,Oceania,Australia,Baseball,baseball men,Men,SILVER,High,Critical
2004,Asia,Japan,Baseball,baseball men,Men,BRONZE,High,Minimal
2004,North America,United States,Softball,softball women,Women,GOLD,High,Critical
2004,Oceania,Australia,Softball,softball women,Women,SILVER,High,Critical
2004,Asia,Japan,Softball,softball women,Women,BRONZE,High,Minimal
2004,Oceania,New Zealand,Triathlon,Individual men,Men,GOLD,High,Severe
2004,Oceania,New Zealand,Triathlon,Individual men,Men,SILVER,High,Severe
2004,Europe,Switzerland,Triathlon,Individual men,Men,BRONZE,High,Moderate
2004,Europe,Austria,Triathlon,Individual women,Women,GOLD,High,Moderate
2004,Oceania,Australia,Triathlon,Individual women,Women,SILVER,High,Critical
2004,North America,United States,Triathlon,Individual women,Women,BRONZE,High,Critical
2004,Europe,Denmark,Handball,handball women,Women,GOLD,High,Severe
2004,Europe,Ukraine,Handball,handball women,Women,BRONZE,Medium-High,Critical
2004,Europe,Croatia,Handball,handball men,Men,GOLD,High,Moderate
2004,Europe,Germany,Handball,handball men,Men,SILVER,High,Moderate
2004,Asia,Japan,Synchronized Swimming,team women,Women,SILVER,High,Minimal
2004,North America,United States,Synchronized Swimming,team women,Women,BRONZE,High,Critical
2004,Asia,Japan,Synchronized Swimming,duet women,Women,SILVER,High,Minimal
2004,North America,United States,Synchronized Swimming,duet women,Women,BRONZE,High,Critical
2002,Europe,Switzerland,Ski Jumping,Large Hill Individual men,Men,GOLD,High,Severe
2002,Europe,Poland,Ski Jumping,Large Hill Individual men,Men,SILVER,High,Minimal
2002,Europe,Finland,Ski Jumping,Large Hill Individual men,Men,BRONZE,High,Critical
2002,Europe,Switzerland,Ski Jumping,Normal Hill Individual men,Men,GOLD,High,Severe
2002,Europe,Germany,Ski Jumping,Normal Hill Individual men,Men,SILVER,High,Moderate
2002,Europe,Poland,Ski Jumping,Normal Hill Individual men,Men,BRONZE,High,Minimal
2002,Europe,Germany,Ski Jumping,Teams men,Men,GOLD,High,Moderate
2002,Europe,Finland,Ski Jumping,Teams men,Men,SILVER,High,Critical
2002,Europe,Slovenia,Ski Jumping,Teams men,Men,BRONZE,High,Moderate
2002,Oceania,Australia,Freestyle Skiing,Aerials women,Women,GOLD,High,Critical
2002,North America,Canada,Freestyle Skiing,Aerials women,Women,SILVER,High,Moderate
2002,North America,Canada,Freestyle Skiing,Aerials women,Women,BRONZE,High,Moderate
2002,Europe,Norway,Freestyle Skiing,Moguls women,Women,GOLD,High,Moderate
2002,North America,United States,Freestyle Skiing,Moguls women,Women,SILVER,High,Critical
2002,Asia,Japan,Freestyle Skiing,Moguls women,Women,BRONZE,High,Minimal
2002,Europe,Finland,Freestyle Skiing,Moguls men,Men,GOLD,High,Critical
2002,North America,United States,Freestyle Skiing,Moguls men,Men,SILVER,High,Critical
2002,Europe,France,Freestyle Skiing,Moguls men,Men,BRONZE,High,Severe
2002,Europe,Czechia,Freestyle Skiing,Aerials men,Men,GOLD,High,Moderate
2002,North America,United States,Freestyle Skiing,Aerials men,Men,SILVER,High,Critical
2002,Europe,Belarus,Freestyle Skiing,Aerials men,Men,BRONZE,Medium-High,Severe
2002,Europe,Germany,Biathlon,15km women,Women,GOLD,High,Moderate
2002,Europe,Norway,Biathlon,15km women,Women,SILVER,High,Moderate
2002,Europe,Sweden,Biathlon,15km women,Women,BRONZE,High,Severe
2002,Europe,Norway,Biathlon,10km men,Men,GOLD,High,Moderate
2002,Europe,Germany,Biathlon,10km men,Men,SILVER,High,Moderate
2002,Europe,Austria,Biathlon,10km men,Men,BRONZE,High,Moderate
2002,Europe,Germany,Biathlon,4x75km relay women,Women,GOLD,High,Moderate
2002,Europe,Norway,Biathlon,4x75km relay women,Women,SILVER,High,Moderate
2002,Europe,Germany,Biathlon,10km pursuit women,Women,SILVER,High,Moderate
2002,Europe,Bulgaria,Biathlon,10km pursuit women,Women,BRONZE,High,Minimal
2002,Europe,Norway,Biathlon,125km pursuit men,Men,GOLD,High,Moderate
2002,Europe,France,Biathlon,125km pursuit men,Men,SILVER,High,Severe
2002,Europe,Germany,Biathlon,125km pursuit men,Men,BRONZE,High,Moderate
2002,Europe,Germany,Biathlon,75km women,Women,GOLD,High,Moderate
2002,Europe,Germany,Biathlon,75km women,Women,SILVER,High,Moderate
2002,Europe,Sweden,Biathlon,75km women,Women,BRONZE,High,Severe
2002,Europe,Norway,Biathlon,4x75km relay men,Men,GOLD,High,Moderate
2002,Europe,Germany,Biathlon,4x75km relay men,Men,SILVER,High,Moderate
2002,Europe,France,Biathlon,4x75km relay men,Men,BRONZE,High,Severe
2002,Europe,Norway,Biathlon,20km men,Men,GOLD,High,Moderate
2002,Europe,Germany,Biathlon,20km men,Men,SILVER,High,Moderate
2002,Europe,Italy,Luge,Singles men,Men,GOLD,High,Severe
2002,Europe,Germany,Luge,Singles men,Men,SILVER,High,Moderate
2002,Europe,Austria,Luge,Singles men,Men,BRONZE,High,Moderate
2002,Europe,Germany,Luge,Doubles mixed,Open,GOLD,High,Moderate
2002,North America,United States,Luge,Doubles mixed,Open,SILVER,High,Critical
2002,North America,United States,Luge,Doubles mixed,Open,BRONZE,High,Critical
2002,Europe,Germany,Luge,Singles women,Women,GOLD,High,Moderate
2002,Europe,Germany,Luge,Singles women,Women,SILVER,High,Moderate
2002,Europe,Germany,Luge,Singles women,Women,BRONZE,High,Moderate
2002,North America,Canada,Ice Hockey,ice hockey women,Women,GOLD,High,Moderate
2002,North America,United States,Ice Hockey,ice hockey women,Women,SILVER,High,Critical
2002,Europe,Sweden,Ice Hockey,ice hockey women,Women,BRONZE,High,Severe
2002,North America,Canada,Ice Hockey,ice hockey men,Men,GOLD,High,Moderate
2002,North America,United States,Ice Hockey,ice hockey men,Men,SILVER,High,Critical
2002,North America,United States,Figure skating,Individual men,Men,BRONZE,High,Critical
2002,North America,United States,Figure skating,Individual women,Women,GOLD,High,Critical
2002,North America,United States,Figure skating,Individual women,Women,BRONZE,High,Critical
2002,Europe,France,Figure skating,Ice dancing mixed,Mixed,GOLD,High,Severe
2002,Europe,Italy,Figure skating,Ice dancing mixed,Mixed,BRONZE,High,Severe
2002,North America,Canada,Figure skating,Pairs mixed,Mixed,GOLD,High,Moderate
2002,Asia,China,Figure skating,Pairs mixed,Mixed,BRONZE,High,Minimal
2002,Europe,Norway,Alpine Skiing,super-G men,Men,GOLD,High,Moderate
2002,Europe,Austria,Alpine Skiing,super-G men,Men,SILVER,High,Moderate
2002,Europe,Austria,Alpine Skiing,super-G men,Men,BRONZE,High,Moderate
2002,Europe,Italy,Alpine Skiing,super-G women,Women,GOLD,High,Severe
2002,Europe,Croatia,Alpine Skiing,super-G women,Women,SILVER,High,Moderate
2002,Europe,Italy,Alpine Skiing,super-G women,Women,BRONZE,High,Severe
2002,Europe,Austria,Alpine Skiing,downhill men,Men,GOLD,High,Moderate
2002,Europe,Norway,Alpine Skiing,downhill men,Men,SILVER,High,Moderate
2002,Europe,Austria,Alpine Skiing,downhill men,Men,BRONZE,High,Moderate
2002,Europe,Austria,Alpine Skiing,giant slalom men,Men,GOLD,High,Moderate
2002,North America,United States,Alpine Skiing,giant slalom men,Men,SILVER,High,Critical
2002,Europe,Norway,Alpine Skiing,giant slalom men,Men,BRONZE,High,Moderate
2002,Europe,Croatia,Alpine Skiing,slalom women,Women,GOLD,High,Moderate
2002,Europe,France,Alpine Skiing,slalom women,Women,SILVER,High,Severe
2002,Europe,Sweden,Alpine Skiing,slalom women,Women,BRONZE,High,Severe
2002,Europe,France,Alpine Skiing,slalom men,Men,GOLD,High,Severe
2002,Europe,France,Alpine Skiing,slalom men,Men,SILVER,High,Severe
2002,Europe,Austria,Alpine Skiing,slalom men,Men,BRONZE,High,Moderate
2002,Europe,France,Alpine Skiing,downhill women,Women,GOLD,High,Severe
2002,Europe,Italy,Alpine Skiing,downhill women,Women,SILVER,High,Severe
2002,Europe,Austria,Alpine Skiing,downhill women,Women,BRONZE,High,Moderate
2002,Europe,Croatia,Alpine Skiing,giant slalom women,Women,GOLD,High,Moderate
2002,Europe,Sweden,Alpine Skiing,giant slalom women,Women,SILVER,High,Severe
2002,Europe,Switzerland,Alpine Skiing,giant slalom women,Women,BRONZE,High,Severe
2002,Europe,Croatia,Alpine Skiing,alpine combined women,Women,GOLD,High,Moderate
2002,Europe,Austria,Alpine Skiing,alpine combined women,Women,SILVER,High,Moderate
2002,Europe,Germany,Alpine Skiing,alpine combined women,Women,BRONZE,High,Moderate
2002,Europe,Norway,Alpine Skiing,alpine combined men,Men,GOLD,High,Moderate
2002,North America,United States,Alpine Skiing,alpine combined men,Men,SILVER,High,Critical
2002,Europe,Austria,Alpine Skiing,alpine combined men,Men,BRONZE,High,Moderate
2002,Europe,Finland,Nordic Combined,Individual sprint men,Men,GOLD,High,Critical
2002,Europe,Germany,Nordic Combined,Individual sprint men,Men,SILVER,High,Moderate
2002,Europe,Austria,Nordic Combined,Individual sprint men,Men,BRONZE,High,Moderate
2002,Europe,Finland,Nordic Combined,Team Men,Men,GOLD,High,Critical
2002,Europe,Germany,Nordic Combined,Team Men,Men,SILVER,High,Moderate
2002,Europe,Austria,Nordic Combined,Team Men,Men,BRONZE,High,Moderate
2002,Europe,Finland,Nordic Combined,Individual men,Men,GOLD,High,Critical
2002,Europe,Finland,Nordic Combined,Individual men,Men,SILVER,High,Critical
2002,Europe,Austria,Nordic Combined,Individual men,Men,BRONZE,High,Moderate
2002,North America,United States,Skeleton,Individual women,Women,GOLD,High,Critical
2002,North America,United States,Skeleton,Individual women,Women,SILVER,High,Critical
2002,Europe,United Kingdom,Skeleton,Individual women,Women,BRONZE,High,Severe
2002,North America,United States,Skeleton,Individual men,Men,GOLD,High,Critical
2002,Europe,Austria,Skeleton,Individual men,Men,SILVER,High,Moderate
2002,Europe,Switzerland,Skeleton,Individual men,Men,BRONZE,High,Severe
2002,North America,Canada,Cross Country Skiing,5km pursuit women,Women,GOLD,High,Moderate
2002,Europe,Czechia,Cross Country Skiing,5km pursuit women,Women,SILVER,High,Moderate
2002,Europe,Germany,Cross Country Skiing,5km pursuit women,Women,BRONZE,High,Moderate
2002,Europe,Estonia,Cross Country Skiing,15km men,Men,GOLD,Medium-High,Critical
2002,Europe,Norway,Cross Country Skiing,15km men,Men,SILVER,High,Moderate
2002,Europe,Estonia,Cross Country Skiing,15km men,Men,BRONZE,Medium-High,Critical
2002,Europe,Germany,Cross Country Skiing,sprint 15km women,Women,SILVER,High,Moderate
2002,Europe,Norway,Cross Country Skiing,sprint 15km women,Women,BRONZE,High,Moderate
2002,Europe,Germany,Cross Country Skiing,Relay 4x5km women,Women,GOLD,High,Moderate
2002,Europe,Norway,Cross Country Skiing,Relay 4x5km women,Women,SILVER,High,Moderate
2002,Europe,Switzerland,Cross Country Skiing,Relay 4x5km women,Women,BRONZE,High,Severe
2002,Europe,Norway,Cross Country Skiing,10km pursuit men,Men,GOLD,High,Moderate
2002,Europe,Sweden,Cross Country Skiing,10km pursuit men,Men,BRONZE,High,Severe
2002,Europe,Norway,Cross Country Skiing,10km women,Women,GOLD,High,Moderate
2002,Europe,Italy,Cross Country Skiing,10km women,Women,BRONZE,High,Severe
2002,Europe,Norway,Cross Country Skiing,Sprint 15km men,Men,GOLD,High,Moderate
2002,Europe,Germany,Cross Country Skiing,Sprint 15km men,Men,SILVER,High,Moderate
2002,Europe,Italy,Cross Country Skiing,Sprint 15km men,Men,BRONZE,High,Severe
2002,Europe,Italy,Cross Country Skiing,30km women,Women,GOLD,High,Severe
2002,Europe,Italy,Cross Country Skiing,30km women,Women,SILVER,High,Severe
2002,Europe,Norway,Cross Country Skiing,30km women,Women,BRONZE,High,Moderate
2002,Europe,Norway,Cross Country Skiing,Relay 4x10km men,Men,GOLD,High,Moderate
2002,Europe,Italy,Cross Country Skiing,Relay 4x10km men,Men,SILVER,High,Severe
2002,Europe,Germany,Cross Country Skiing,Relay 4x10km men,Men,BRONZE,High,Moderate
2002,Europe,Estonia,Cross Country Skiing,50km men,Men,SILVER,Medium-High,Critical
2002,Europe,Norway,Cross Country Skiing,50km men,Men,BRONZE,High,Moderate
2002,Europe,Austria,Cross Country Skiing,30km mass start men,Men,GOLD,High,Moderate
2002,Europe,Austria,Cross Country Skiing,30km mass start men,Men,SILVER,High,Moderate
2002,Europe,Norway,Cross Country Skiing,30km mass start men,Men,BRONZE,High,Moderate
2002,Europe,Italy,Cross Country Skiing,15km mass start women,Women,GOLD,High,Severe
2002,Europe,Czechia,Cross Country Skiing,15km mass start women,Women,SILVER,High,Moderate
2002,North America,United States,Snowboard,Half-pipe women,Women,GOLD,High,Critical
2002,Europe,France,Snowboard,Half-pipe women,Women,SILVER,High,Severe
2002,Europe,Switzerland,Snowboard,Half-pipe women,Women,BRONZE,High,Severe
2002,North America,United States,Snowboard,Half-pipe men,Men,GOLD,High,Critical
2002,North America,United States,Snowboard,Half-pipe men,Men,SILVER,High,Critical
2002,North America,United States,Snowboard,Half-pipe men,Men,BRONZE,High,Critical
2002,Europe,Switzerland,Snowboard,Giant parallel slalom men,Men,GOLD,High,Severe
2002,Europe,Sweden,Snowboard,Giant parallel slalom men,Men,SILVER,High,Severe
2002,North America,United States,Snowboard,Giant parallel slalom men,Men,BRONZE,High,Critical
2002,Europe,France,Snowboard,Giant parallel slalom women,Women,GOLD,High,Severe
2002,Europe,France,Snowboard,Giant parallel slalom women,Women,SILVER,High,Severe
2002,Europe,Italy,Snowboard,Giant parallel slalom women,Women,BRONZE,High,Severe
2002,Europe,United Kingdom,Curling,curling women,Women,GOLD,High,Severe
2002,Europe,Switzerland,Curling,curling women,Women,SILVER,High,Severe
2002,North America,Canada,Curling,curling women,Women,BRONZE,High,Moderate
2002,Europe,Norway,Curling,curling men,Men,GOLD,High,Moderate
2002,North America,Canada,Curling,curling men,Men,SILVER,High,Moderate
2002,Europe,Switzerland,Curling,curling men,Men,BRONZE,High,Severe
2002,North America,United States,Bobsleigh,two-woman women,Women,GOLD,High,Critical
2002,Europe,Germany,Bobsleigh,two-woman women,Women,SILVER,High,Moderate
2002,Europe,Germany,Bobsleigh,two-woman women,Women,BRONZE,High,Moderate
2002,Europe,Germany,Bobsleigh,two-man men,Men,GOLD,High,Moderate
2002,Europe,Switzerland,Bobsleigh,two-man men,Men,SILVER,High,Severe
2002,Europe,Switzerland,Bobsleigh,two-man men,Men,BRONZE,High,Severe
2002,Europe,Germany,Bobsleigh,four-man men,Men,GOLD,High,Moderate
2002,North America,United States,Bobsleigh,four-man men,Men,SILVER,High,Critical
2002,North America,United States,Bobsleigh,four-man men,Men,BRONZE,High,Critical
2002,North America,United States,Short Track Speed Skating,1500m men,Men,GOLD,High,Critical
2002,Asia,China,Short Track Speed Skating,1500m men,Men,SILVER,High,Minimal
2002,North America,Canada,Short Track Speed Skating,1500m men,Men,BRONZE,High,Moderate
2002,Asia,China,Short Track Speed Skating,500m women,Women,GOLD,High,Minimal
2002,Europe,Bulgaria,Short Track Speed Skating,500m women,Women,SILVER,High,Minimal
2002,Asia,China,Short Track Speed Skating,500m women,Women,BRONZE,High,Minimal
2002,Europe,Bulgaria,Short Track Speed Skating,1500m women,Women,BRONZE,High,Minimal
2002,North America,Canada,Short Track Speed Skating,5000m relay men,Men,GOLD,High,Moderate
2002,Europe,Italy,Short Track Speed Skating,5000m relay men,Men,SILVER,High,Severe
2002,Asia,China,Short Track Speed Skating,5000m relay men,Men,BRONZE,High,Minimal
2002,Asia,China,Short Track Speed Skating,1000m women,Women,GOLD,High,Minimal
2002,Asia,China,Short Track Speed Skating,1000m women,Women,BRONZE,High,Minimal
2002,Oceania,Australia,Short Track Speed Skating,1000m men,Men,GOLD,High,Critical
2002,North America,United States,Short Track Speed Skating,1000m men,Men,SILVER,High,Critical
2002,North America,Canada,Short Track Speed Skating,1000m men,Men,BRONZE,High,Moderate
2002,Asia,China,Short Track Speed Skating,3000m relay women,Women,SILVER,High,Minimal
2002,North America,Canada,Short Track Speed Skating,3000m relay women,Women,BRONZE,High,Moderate
2002,North America,Canada,Short Track Speed Skating,500m men,Men,GOLD,High,Moderate
2002,North America,Canada,Short Track Speed Skating,500m men,Men,SILVER,High,Moderate
2002,North America,United States,Short Track Speed Skating,500m men,Men,BRONZE,High,Critical
2002,Europe,Netherlands,Speed skating,5000m men,Men,GOLD,High,Moderate
2002,North America,United States,Speed skating,5000m men,Men,SILVER,High,Critical
2002,Europe,Germany,Speed skating,5000m men,Men,BRONZE,High,Moderate
2002,Europe,Germany,Speed skating,5000m women,Women,GOLD,High,Moderate
2002,Europe,Netherlands,Speed skating,5000m women,Women,SILVER,High,Moderate
2002,North America,Canada,Speed skating,5000m women,Women,BRONZE,High,Moderate
2002,Europe,Netherlands,Speed skating,10000m men,Men,GOLD,High,Moderate
2002,Europe,Netherlands,Speed skating,10000m men,Men,SILVER,High,Moderate
2002,Europe,Norway,Speed skating,10000m men,Men,BRONZE,High,Moderate
2002,Europe,Germany,Speed skating,1500m women,Women,GOLD,High,Moderate
2002,Europe,Germany,Speed skating,1500m women,Women,SILVER,High,Moderate
2002,North America,United States,Speed skating,1500m women,Women,BRONZE,High,Critical
2002,North America,Canada,Speed skating,500m women,Women,GOLD,High,Moderate
2002,Europe,Germany,Speed skating,500m women,Women,SILVER,High,Moderate
2002,Europe,Germany,Speed skating,500m women,Women,BRONZE,High,Moderate
2002,North America,United States,Speed skating,1500m men,Men,GOLD,High,Critical
2002,Europe,Netherlands,Speed skating,1500m men,Men,SILVER,High,Moderate
